trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.7, 'e': 0.7245000000000303}",25,0,-176.1835749866937,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
552,False,"{'a': 0.7, 'e': 0.7240000000000304}",20,0,-132.52274410798785,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
553,False,"{'a': 0.7, 'e': 0.7235000000000305}",20,0,-25.18156125308304,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
554,False,"{'a': 0.7, 'e': 0.7230000000000305}",25,0,-84.19209799597834,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
555,False,"{'a': 0.7, 'e': 0.7225000000000306}",20,0,-33.498382633618895,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
556,False,"{'a': 0.7, 'e': 0.7220000000000306}",20,0,-89.89826426716857,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
557,False,"{'a': 0.7, 'e': 0.7215000000000307}",20,8,-12.648521758540245,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
558,False,"{'a': 0.7, 'e': 0.7210000000000307}",25,11,-5.453013071925036,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.7, 'e': 0.7205000000000308}",20,0,-29.413991042292707,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
560,False,"{'a': 0.7, 'e': 0.7200000000000308}",30,7,-76.14388931321251,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
561,False,"{'a': 0.7, 'e': 0.7195000000000309}",25,0,-66.62417059878698,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
562,False,"{'a': 0.7, 'e': 0.719000000000031}",25,0,-74.57191383459617,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
563,False,"{'a': 0.7, 'e': 0.718500000000031}",30,18,-41.8244269486114,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
564,False,"{'a': 0.7, 'e': 0.7180000000000311}",35,15,-73.8561013588913,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
565,False,"{'a': 0.7, 'e': 0.7175000000000311}",25,0,-72.33432737885131,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
566,False,"{'a': 0.7, 'e': 0.7170000000000312}",30,14,-82.9888003958195,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
567,False,"{'a': 0.7, 'e': 0.7165000000000312}",25,0,-44.489014224202975,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.7, 'e': 0.7160000000000313}",20,0,-42.93302568091141,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
569,False,"{'a': 0.7, 'e': 0.7155000000000313}",20,0,-59.12743430436301,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
570,False,"{'a': 0.7, 'e': 0.7150000000000314}",25,0,-74.93930767697796,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
571,False,"{'a': 0.7, 'e': 0.7145000000000314}",20,0,-82.90081059244727,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
572,False,"{'a': 0.7, 'e': 0.7140000000000315}",20,0,-20.875344945123295,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
573,False,"{'a': 0.7, 'e': 0.7135000000000316}",20,0,2.051157247876443,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
574,False,"{'a': 0.7, 'e': 0.7130000000000316}",30,0,-175.57711524098792,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
575,False,"{'a': 0.7, 'e': 0.7125000000000317}",25,10,-46.410746271114974,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
576,False,"{'a': 0.7, 'e': 0.7120000000000317}",25,0,-27.132069910751387,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
577,False,"{'a': 0.7, 'e': 0.7115000000000318}",25,0,-40.60928162651362,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
578,False,"{'a': 0.7, 'e': 0.7110000000000318}",20,5,-9.315262111581232,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
579,False,"{'a': 0.7, 'e': 0.7105000000000319}",20,12,-72.02100168564708,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
580,False,"{'a': 0.7, 'e': 0.7100000000000319}",20,0,-51.53699962170071,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
581,False,"{'a': 0.7, 'e': 0.709500000000032}",20,15,2.964687924387407,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.709000000000032}",30,7,-53.442078334631255,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 1}",1
583,False,"{'a': 0.7, 'e': 0.7085000000000321}",20,1,-94.00489285862692,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
584,False,"{'a': 0.7, 'e': 0.7080000000000322}",25,0,-110.67902375181227,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
585,False,"{'a': 0.7, 'e': 0.7075000000000322}",20,0,-122.05013585355624,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
586,False,"{'a': 0.7, 'e': 0.7070000000000323}",20,0,-77.7758468997364,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
587,False,"{'a': 0.7, 'e': 0.7065000000000323}",25,0,-176.84592604911535,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
588,False,"{'a': 0.7, 'e': 0.7060000000000324}",20,3,-12.163049823346153,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.7, 'e': 0.7055000000000324}",30,20,11.025379604594919,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.7050000000000325}",25,8,-38.64675590435494,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
591,False,"{'a': 0.7, 'e': 0.7045000000000325}",20,0,-3.3608972458767736,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.7, 'e': 0.7040000000000326}",25,13,-20.70030148471643,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
593,False,"{'a': 0.7, 'e': 0.7035000000000327}",30,0,-149.63033380125637,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
594,False,"{'a': 0.7, 'e': 0.7030000000000327}",25,0,-146.88298041210768,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
595,False,"{'a': 0.7, 'e': 0.7025000000000328}",20,0,-26.932803889574373,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
596,False,"{'a': 0.7, 'e': 0.7020000000000328}",25,16,2.875214137730927,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.7015000000000329}",25,0,-51.49873523334326,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
598,False,"{'a': 0.7, 'e': 0.7010000000000329}",20,0,-43.61968368667068,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
599,False,"{'a': 0.7, 'e': 0.700500000000033}",25,7,-97.53722894063723,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
600,False,"{'a': 0.7, 'e': 0.700000000000033}",20,0,-45.360716343058364,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
601,False,"{'a': 0.7, 'e': 0.6995000000000331}",30,0,-66.44636835223075,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,9,20.548241488026093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,2,29.564792152684337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,16,8.689785446309012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,14,20.335831368933434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,16,29.82177005564539,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,10,16.742765066077812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,18,13.05662863008396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,10,17.222724750563003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,8,19.794601461998006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,16,26.081015683188742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,8,37.46233350154514,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,13,21.208332833179057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,8,20.528341093571196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,11,27.920166073384344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,13,14.779774276484739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,15,16.917617368108207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",30,8,39.670170929909524,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,9,21.295192101592434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,7,29.29345093400649,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,15,17.589785416391294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
